cell_type	cell_size	epochs	embedding_size	train_loss	test_loss
GRU	16.0	2.0	16.0	0.7972654700279236	1.272189021110535
GRU	32.0	2.0	16.0	1.4237824678421018	1.0371137857437134
LSTM	16.0	2.0	8.0	1.2855386734008791	1.095669865608215
GRU	256.0	2.0	8.0	0.6483495831489563	0.2223250716924668
LSTM	512.0	2.0	5.0	1.1912283897399902	0.8738265037536621
GRU	128.0	2.0	19.0	1.046566128730774	0.4535925388336182
GRU	128.0	2.0	14.0	0.9679563045501708	0.5419462323188782
LSTM	64.0	2.0	12.0	1.3014633655548096	0.9148110151290894
GRU	64.0	2.0	14.0	0.8894558548927307	0.44322118163108826
LSTM	32.0	2.0	8.0	1.1001760959625244	0.8421831130981445
LSTM	512.0	2.0	29.0	1.117517113685608	0.6615689992904663
LSTM	256.0	2.0	14.0	1.158700466156006	0.7980639934539795
GRU	64.0	2.0	16.0	1.1614595651626587	0.8836844563484192
GRU	256.0	2.0	29.0	1.0483328104019165	0.5793901085853577
LSTM	256.0	2.0	11.0	1.161672830581665	0.8385897874832153
LSTM	16.0	2.0	24.0	1.3215075731277466	1.060012698173523
LSTM	512.0	2.0	27.0	1.0277400016784668	0.5834635496139526
GRU	128.0	2.0	6.0	1.2229989767074585	0.8732793927192688
GRU	128.0	2.0	19.0	0.8990177512168884	0.6971365213394165
LSTM	16.0	2.0	12.0	1.361181616783142	1.0675615072250366
LSTM	32.0	2.0	11.0	1.3092883825302124	1.0092930793762207
LSTM	512.0	2.0	10.0	1.132324457168579	0.7212145924568176
GRU	128.0	2.0	20.0	0.7633942961692809	0.4351359605789185
LSTM	64.0	2.0	22.0	1.2524104118347168	0.8975772857666016
GRU	512.0	2.0	23.0	0.7175030708312988	0.2603128552436829
GRU	256.0	2.0	7.0	0.8386629819869995	0.3758540451526642
LSTM	128.0	2.0	12.0	1.2319118976593018	0.9523677229881288
LSTM	64.0	2.0	10.0	1.2704305648803709	0.9152902960777284
LSTM	128.0	2.0	8.0	1.2758156061172483	0.928340494632721
LSTM	512.0	2.0	4.0	1.2097437381744385	0.9260433912277222
GRU	256.0	2.0	4.0	0.971786618232727	0.4549363553524017
GRU	16.0	2.0	10.0	1.3438358306884766	1.013398051261902
GRU	16.0	2.0	10.0	0.8484105467796326	0.6232991814613342
LSTM	64.0	2.0	14.0	1.1169012784957886	0.807393491268158
LSTM	128.0	2.0	11.0	1.1743425130844116	0.7506795525550842
GRU	256.0	2.0	9.0	1.0037683248519895	0.5713239908218384
LSTM	128.0	2.0	8.0	1.2032476663589478	1.0594413280487058
GRU	128.0	2.0	12.0	1.160730004310608	0.5670056343078613
GRU	128.0	2.0	4.0	1.0117273330688477	0.4885574579238892
LSTM	32.0	2.0	13.0	1.3668973445892334	1.1180434226989746
LSTM	64.0	2.0	23.0	1.1497031450271606	0.9339720010757446
GRU	128.0	2.0	7.0	1.005463719367981	0.5610209703445435
LSTM	128.0	2.0	9.0	1.2487636804580688	0.9636082649230956
GRU	16.0	2.0	4.0	1.5228877067565918	1.243459939956665
GRU	128.0	2.0	20.0	1.07725989818573	0.4067472219467163
LSTM	64.0	2.0	28.0	1.1125056743621826	0.771865725517273
GRU	16.0	2.0	25.0	1.3019192218780518	1.0216755867004397
GRU	128.0	2.0	2.0	1.2627160549163818	0.9351350665092468
GRU	128.0	2.0	4.0	1.0037587881088257	0.5223296284675598
GRU	32.0	2.0	18.0	1.0426349639892578	0.6479387283325195
GRU	128.0	2.0	27.0	1.0533009767532349	0.4558740258216858
LSTM	16.0	2.0	24.0	1.0083673000335691	0.7704641819000244
GRU	16.0	2.0	4.0	1.0666215419769287	0.7146850824356079
GRU	16.0	2.0	2.0	1.6126331090927124	1.2941806316375732
GRU	32.0	2.0	27.0	1.1575844287872314	0.642986536026001
LSTM	32.0	2.0	11.0	1.1109087467193604	0.7511088252067566
GRU	64.0	2.0	20.0	0.9940485954284668	0.5300102233886719
GRU	64.0	2.0	19.0	1.003081440925598	0.4625208079814911
GRU	16.0	2.0	12.0	1.1871578693389893	0.9784381985664368
GRU	128.0	2.0	15.0	0.9648296236991882	1.4050016403198242
GRU	256.0	2.0	10.0	0.8304315209388733	0.37962275743484497
LSTM	128.0	2.0	23.0	1.1512967348098757	0.8222402930259705
LSTM	256.0	2.0	16.0	1.18595290184021	0.8291515111923218
GRU	128.0	2.0	6.0	0.9545974135398864	0.5116395950317383
LSTM	256.0	2.0	14.0	1.1334856748580933	0.7348858714103699
LSTM	512.0	2.0	26.0	1.1166460514068604	0.6424111127853394
LSTM	256.0	2.0	7.0	0.944790542125702	0.5558151006698608
LSTM	512.0	2.0	28.0	1.1722272634506226	0.7937420606613159
GRU	64.0	2.0	23.0	1.126999855041504	0.7603500485420227
GRU	512.0	2.0	22.0	0.9403386116027832	0.3987656533718109
GRU	256.0	2.0	26.0	0.9152185320854188	0.7041446566581726
LSTM	256.0	2.0	4.0	1.2622188329696655	1.007272720336914
LSTM	32.0	2.0	27.0	0.8578865528106691	0.6407188773155212
LSTM	128.0	2.0	29.0	1.1709269285202026	0.8282222747802734
GRU	256.0	2.0	2.0	1.104374647140503	0.691045880317688
LSTM	128.0	2.0	3.0	1.1506805419921875	0.7573602795600891
GRU	256.0	2.0	24.0	0.9125857949256896	0.4792945683002472
LSTM	128.0	2.0	20.0	1.1944745779037476	0.8475883007049559
LSTM	16.0	2.0	16.0	1.5034525394439695	1.1902627944946291
LSTM	256.0	2.0	16.0	1.111626386642456	0.7043846249580383
GRU	64.0	2.0	25.0	1.0815224647521973	0.4785056412220001
LSTM	512.0	2.0	6.0	1.207830786705017	0.8790945410728455
LSTM	64.0	2.0	2.0	1.1198595762252808	0.8741774559020996
LSTM	128.0	2.0	11.0	1.0691970586776731	0.6895769834518433
LSTM	256.0	2.0	9.0	1.1157681941986084	0.7159727811813354
GRU	64.0	2.0	17.0	0.9646867513656616	0.7776634097099304
LSTM	256.0	2.0	10.0	1.1885089874267578	0.8757861256599426
GRU	512.0	2.0	8.0	0.8443078994750977	0.308324933052063
GRU	32.0	2.0	5.0	1.0013748407363892	0.6088342666625977
GRU	64.0	2.0	25.0	1.172338366508484	1.2696380615234375
GRU	16.0	2.0	19.0	1.2568950653076172	1.07139253616333
LSTM	32.0	2.0	22.0	1.038957595825195	0.8439850807189941
GRU	64.0	2.0	22.0	0.7484316825866699	0.39872658252716064
GRU	128.0	2.0	5.0	1.0429391860961914	0.9375866651535034
GRU	512.0	2.0	11.0	0.7393121123313904	0.3280860483646393
GRU	512.0	2.0	9.0	0.927156627178192	0.4081512987613678
GRU	32.0	2.0	5.0	1.0081758499145508	0.6799941658973694
LSTM	32.0	2.0	22.0	1.1911970376968384	0.8191559314727783
LSTM	16.0	2.0	9.0	1.3633205890655518	1.1414308547973633
LSTM	512.0	2.0	9.0	1.0535616874694824	0.6276825070381165
GRU	16.0	2.0	4.0	1.0329935550689695	0.7536163926124573
LSTM	512.0	2.0	5.0	1.088390588760376	0.6527484655380249
LSTM	256.0	2.0	5.0	1.0672743320465088	0.6844973564147949
LSTM	512.0	2.0	5.0	1.2063528299331665	0.8925005793571472
GRU	128.0	2.0	12.0	1.0354448556900024	0.4903083741664887
LSTM	32.0	2.0	8.0	1.1875137090682983	0.8981676697731018
LSTM	64.0	2.0	4.0	1.3216115236282349	1.063124656677246
LSTM	32.0	2.0	6.0	1.0290006399154663	0.7525293827056885
LSTM	32.0	2.0	5.0	1.1639083623886108	0.9023122787475586
GRU	128.0	2.0	24.0	1.1254661083221436	0.7048402428627014
GRU	16.0	2.0	15.0	0.8307263851165771	0.5676323175430298
GRU	256.0	2.0	14.0	0.7936790585517883	0.2599443495273589
GRU	32.0	2.0	22.0	1.0499612092971802	0.6158468723297119
LSTM	16.0	2.0	11.0	1.3625925779342651	1.2278748750686646
LSTM	256.0	2.0	25.0	1.1510913372039795	0.7890573740005493
LSTM	64.0	2.0	5.0	1.277773380279541	0.8822500705718994
LSTM	16.0	2.0	25.0	1.5697078704833984	1.3039907217025757
LSTM	32.0	2.0	5.0	1.1567578315734863	0.9238828420639038
GRU	32.0	2.0	22.0	0.7471906542778015	0.7685127854347229
LSTM	512.0	2.0	20.0	0.9848414063453674	0.5421347618103027
GRU	32.0	2.0	16.0	0.91128808259964	0.7728773355484009
LSTM	128.0	2.0	25.0	1.270347237586975	0.8670781850814819
GRU	128.0	2.0	29.0	0.9700053930282592	0.5270113348960876
LSTM	256.0	2.0	7.0	1.1490247249603271	0.8683373928070068
LSTM	128.0	2.0	18.0	0.9444245100021362	0.979970633983612
LSTM	128.0	2.0	19.0	1.2663754224777222	0.9441369771957396
GRU	256.0	2.0	28.0	0.8318966627120972	0.3303462564945221
GRU	64.0	2.0	27.0	1.281208872795105	0.8466978669166565
LSTM	64.0	2.0	14.0	1.04892897605896	0.7261514067649841
GRU	256.0	2.0	15.0	0.8563838601112366	0.3771348297595978
GRU	256.0	2.0	18.0	0.9080593585968018	0.39785775542259216
GRU	64.0	2.0	23.0	1.1610000133514404	0.5832173228263855
LSTM	256.0	2.0	20.0	1.1216365098953247	0.7142509222030641
GRU	64.0	2.0	29.0	0.946511447429657	0.4852308928966522
LSTM	16.0	2.0	21.0	1.0414143800735474	0.7666091322898865
GRU	512.0	2.0	20.0	0.8802820444107056	0.32501256465911865
LSTM	64.0	2.0	5.0	1.0146617889404297	0.5990269780158997
LSTM	32.0	2.0	18.0	1.24164617061615	0.8918846845626831
GRU	256.0	2.0	16.0	0.90260511636734	0.3995617628097534
LSTM	128.0	2.0	6.0	0.9464871287345886	0.5310367941856384
GRU	16.0	2.0	10.0	1.0127992630004885	0.7095327377319336
GRU	64.0	2.0	7.0	0.8464747071266174	0.4952071905136109
LSTM	128.0	2.0	22.0	1.025135159492493	0.6225440502166748
LSTM	256.0	2.0	4.0	1.0403449535369873	0.695152997970581
LSTM	256.0	2.0	3.0	1.1096978187561035	0.7030110359191895
LSTM	512.0	2.0	27.0	1.101699709892273	0.7078298926353455
LSTM	512.0	2.0	6.0	1.212634801864624	0.8844720721244812
LSTM	128.0	2.0	8.0	1.0607788562774658	0.7502566576004028
LSTM	16.0	2.0	22.0	1.3193975687026978	1.169337272644043
GRU	16.0	2.0	5.0	1.0473762750625608	0.6154735684394836
LSTM	512.0	2.0	16.0	1.1041685342788696	0.711871862411499
GRU	64.0	2.0	29.0	0.8540772795677185	0.5105378627777101
GRU	64.0	2.0	28.0	0.7328814268112183	0.4734390676021576
GRU	32.0	2.0	4.0	0.7449390292167664	0.5231928825378418
GRU	256.0	2.0	14.0	1.0641125440597534	0.42019638419151306
LSTM	32.0	2.0	13.0	1.2716048955917358	0.953240692615509
LSTM	128.0	2.0	4.0	1.067499756813049	0.6429156064987183
GRU	512.0	2.0	20.0	0.6762778162956238	0.3542751371860504
GRU	512.0	2.0	6.0	1.0666619539260864	0.5728639364242554
LSTM	64.0	2.0	24.0	1.069430589675903	0.7443818449974059
LSTM	256.0	2.0	7.0	1.1946977376937866	0.8831911087036133
GRU	16.0	2.0	23.0	1.2601704597473145	0.7720364928245544
LSTM	64.0	2.0	13.0	1.110967755317688	0.7873347401618958
GRU	512.0	2.0	7.0	1.053552746772766	0.5029778480529785
GRU	16.0	2.0	22.0	1.300257921218872	0.9007595181465148
GRU	16.0	2.0	5.0	1.2245714664459229	1.5302386283874512
LSTM	64.0	2.0	4.0	1.1469683647155762	0.7654485106468201
GRU	32.0	2.0	25.0	0.90370512008667	0.6107568740844727
GRU	128.0	2.0	8.0	0.9899848699569702	0.4774668216705322
LSTM	32.0	2.0	18.0	1.2402178049087524	0.9520114660263062
LSTM	256.0	2.0	16.0	1.1762815713882446	0.7131592631340027
GRU	64.0	2.0	17.0	0.96422678232193	0.5168977975845337
GRU	32.0	2.0	10.0	0.7457758784294128	0.5106993913650513
GRU	64.0	2.0	27.0	1.090083360671997	0.5933215022087097
GRU	32.0	2.0	2.0	1.437894344329834	1.0125125646591189
LSTM	128.0	2.0	29.0	1.193254470825195	0.7267786264419556
GRU	16.0	2.0	25.0	0.6722635626792908	0.4363682568073273
LSTM	64.0	2.0	14.0	1.1357316970825195	0.7888091206550598
LSTM	256.0	2.0	14.0	1.1065342426300049	0.7149359583854675
LSTM	128.0	2.0	2.0	1.1132756471633911	0.7938551902770996
GRU	16.0	2.0	24.0	1.1127943992614746	0.6826647520065308
LSTM	512.0	2.0	21.0	1.1044796705245972	0.6427092552185059
GRU	128.0	2.0	20.0	1.0885717868804932	0.7840046882629395
GRU	32.0	2.0	18.0	0.8369939923286438	0.570870041847229
LSTM	256.0	2.0	17.0	1.109829664230347	0.5975885391235352
LSTM	32.0	2.0	8.0	1.170885443687439	0.953302800655365
LSTM	64.0	2.0	16.0	1.311624526977539	1.0132513046264648
GRU	32.0	2.0	10.0	1.1628066301345823	0.5917739868164062
LSTM	16.0	2.0	24.0	1.2237228155136108	1.0229556560516355
GRU	128.0	2.0	4.0	1.133607029914856	0.687740683555603
LSTM	256.0	2.0	28.0	1.1516027450561523	0.7195398211479187
GRU	128.0	2.0	11.0	1.2008321285247805	0.6255381107330322
GRU	32.0	2.0	28.0	0.9959180951118468	0.6046364307403564
GRU	256.0	2.0	10.0	0.9343849420547484	0.6172242760658264
GRU	512.0	2.0	23.0	0.7349859476089478	0.2586466372013092
LSTM	256.0	2.0	12.0	1.0758746862411501	0.6471665501594543
LSTM	64.0	2.0	18.0	1.141116499900818	0.8004375696182251
LSTM	64.0	2.0	20.0	0.973924458026886	0.6470605134963989
GRU	16.0	2.0	10.0	1.5375428199768066	1.143590211868286
LSTM	16.0	2.0	10.0	1.0514895915985107	0.9227421283721924
LSTM	256.0	2.0	19.0	1.206140160560608	0.7951716780662537
LSTM	32.0	2.0	7.0	1.3271358013153076	1.0987472534179688
LSTM	32.0	2.0	2.0	1.263944387435913	1.0799844264984129
GRU	32.0	2.0	3.0	1.0980839729309082	0.8191690444946289
GRU	16.0	2.0	10.0	0.7929777503013611	0.4928944408893585
LSTM	128.0	2.0	3.0	1.2497631311416626	0.9646137356758118
LSTM	128.0	2.0	27.0	1.1823121309280396	0.7068949937820435
LSTM	512.0	2.0	4.0	1.220792531967163	0.9285606741905212
GRU	32.0	2.0	27.0	0.9580905437469482	0.5725584030151367
GRU	16.0	2.0	8.0	0.7952170968055725	0.4723591804504394
LSTM	128.0	2.0	18.0	1.1239900588989258	0.6919362545013428
GRU	64.0	2.0	13.0	1.0951627492904663	0.5043717622756958
GRU	128.0	2.0	8.0	1.1569896936416626	0.6463633179664612
GRU	128.0	2.0	26.0	0.8531016707420349	0.3980849385261536
LSTM	256.0	2.0	3.0	1.0890706777572632	0.6858225464820862
GRU	32.0	2.0	9.0	1.2713857889175415	0.908820390701294
LSTM	256.0	2.0	10.0	1.1352483034133911	0.6907335519790649
LSTM	32.0	2.0	22.0	1.0189332962036133	0.6684471964836121
GRU	64.0	2.0	8.0	1.0548931360244749	0.6962689161300659
GRU	32.0	2.0	26.0	0.9261171221733092	0.611780047416687
GRU	128.0	2.0	19.0	0.7603356838226318	0.31720060110092163
GRU	64.0	2.0	3.0	0.9904447793960572	0.7047660946846008
LSTM	32.0	2.0	3.0	1.3263587951660156	1.119690179824829
LSTM	128.0	2.0	14.0	1.148740530014038	1.0260162353515625
GRU	256.0	2.0	26.0	0.7660893797874451	0.27104651927948004
GRU	64.0	2.0	17.0	0.8690423369407654	0.4837347865104675
GRU	16.0	800.0	28.0	0.0009004459134303033	7.641516208648682
LSTM	512.0	700.0	3.0	0.006311370525509119	0.8633106350898743
GRU	512.0	300.0	12.0	0.005773629527539015	6.992221832275393
GRU	256.0	500.0	29.0	0.0008193429675884545	0.4902836978435517
GRU	512.0	200.0	4.0	0.04022552818059921	5.84387731552124
LSTM	128.0	800.0	26.0	0.0012372381752356887	2.632214307785034
GRU	512.0	900.0	7.0	0.00027032895013689995	1.2990188598632812
LSTM	64.0	800.0	28.0	0.0015177871100604534	5.037312984466553
GRU	16.0	400.0	12.0	0.0027738476637750864	0.4352560639381409
GRU	32.0	600.0	7.0	0.0011373573215678336	5.824251651763916
GRU	16.0	800.0	25.0	0.0008268533274531362	8.236679077148438
LSTM	512.0	800.0	27.0	0.001011815620586276	6.744527339935303
GRU	128.0	200.0	14.0	0.01628702133893967	6.326613426208496
LSTM	32.0	900.0	24.0	0.0015194873558357358	6.547361850738525
LSTM	64.0	400.0	18.0	0.007340636104345322	5.258049964904785
LSTM	128.0	900.0	12.0	0.0011097147362306712	3.721911668777466
GRU	512.0	800.0	4.0	0.0005528730107471347	3.0683536529541016
LSTM	16.0	1000.0	20.0	0.001571552362293005	6.900458812713622
LSTM	512.0	700.0	29.0	0.0013699413975700734	6.485797882080077
LSTM	64.0	1000.0	28.0	0.001010091626085341	3.5087904930114746
GRU	32.0	100.0	7.0	0.040963564068079	1.55557119846344
GRU	256.0	800.0	22.0	0.0004442619974724949	0.46337890625
GRU	128.0	700.0	22.0	0.0005800378276035193	4.581182956695557
LSTM	128.0	700.0	18.0	0.00177486939355731	5.319737911224365
LSTM	16.0	800.0	24.0	0.002206999808549881	5.997446060180664
GRU	16.0	800.0	12.0	0.0009179454063996672	7.34657096862793
LSTM	512.0	800.0	21.0	0.0014649147633463144	3.1680378913879395
GRU	64.0	600.0	17.0	0.0006194182788021863	6.42299222946167
GRU	128.0	200.0	13.0	0.022806202992796898	3.110304117202759
LSTM	128.0	200.0	24.0	0.0260318610817194	0.2268385738134384
LSTM	16.0	1000.0	5.0	0.002238228218629956	0.3826010525226593
LSTM	256.0	900.0	11.0	0.0008816979243420064	5.735056877136231
LSTM	512.0	300.0	8.0	0.012221875600516796	1.9418315887451167
GRU	32.0	900.0	29.0	0.0005970543134026227	5.531291484832764
