data.val_dec_shape	data.train_dec_shape	data.enc_shape	result.val_loss	data.val_enc_shape	data.dec_shape	result.patience	data.test_dec_shape	data.label_counts	data.train_enc_shape	result.test_loss	conf.cell_size	conf.embedding_size	result.val_loss_th	result.epochs_run	result.running_time	conf.cell_type	data.test_enc_shape	result.train_loss
(20084, 118)	(160023, 118)	(200000, 117)	0.5784001350402832	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	0.5769851207733154	32.0	13.0	0.01	110.0	62.923396	GRU	(19893, 117)	0.04337237775325775
(20084, 118)	(160023, 118)	(200000, 117)	2.9274470806121826	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	2.9276785850524902	64.0	13.0	0.01	83.0	66.483304	LSTM	(19893, 117)	0.05568903684616089
(20084, 118)	(160023, 118)	(200000, 117)	4.945648670196533	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	4.939074993133545	64.0	11.0	0.01	89.0	66.395423	GRU	(19893, 117)	0.048001747578382485
(20084, 118)	(160023, 118)	(200000, 117)	7.1664323806762695	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	7.1710472106933585	16.0	23.0	0.01	277.0	137.0866	GRU	(19893, 117)	0.006365359295159578
(20145, 118)	(159869, 118)	(200000, 117)	0.12131427228450775	(20145, 117)	(200000, 118)	10.0	(19986, 118)	{'E': 1488310, 'PAD': 21354286, 'B': 557404, 'GO': 200000}	(159869, 117)	0.12215190380811693	64.0	2.0	0.01	36.0	28.797692	GRU	(19986, 117)	0.10254532098770144
(19968, 118)	(160205, 118)	(200000, 117)	2.00158953666687	(19968, 117)	(200000, 118)	10.0	(19827, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160205, 117)	2.0009081363677983	64.0	5.0	0.01	89.0	66.19487099999999	LSTM	(19827, 117)	0.05666862055659293
(19968, 118)	(160205, 118)	(200000, 117)	4.274926662445068	(19968, 117)	(200000, 118)	10.0	(19827, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160205, 117)	4.27844762802124	32.0	24.0	0.01	218.0	130.95411299999998	GRU	(19827, 117)	0.009429418481886387
(19968, 118)	(160205, 118)	(200000, 117)	0.4329453408718109	(19968, 117)	(200000, 118)	10.0	(19827, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160205, 117)	0.4343827068805695	64.0	3.0	0.01	130.0	90.995587	GRU	(19827, 117)	0.03550869971513748
(19968, 118)	(160205, 118)	(200000, 117)	1.7335553169250488	(19968, 117)	(200000, 118)	10.0	(19827, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160205, 117)	1.737850785255432	128.0	29.0	0.01	98.0	123.709211	GRU	(19827, 117)	0.041149299591779716
(19968, 118)	(160205, 118)	(200000, 117)	0.23539768159389496	(19968, 117)	(200000, 118)	10.0	(19827, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160205, 117)	0.2340119481086731	256.0	16.0	0.01	53.0	126.82618500000001	GRU	(19827, 117)	0.04672402516007424
(19943, 118)	(160035, 118)	(200000, 117)	0.37342432141304016	(19943, 117)	(200000, 118)	10.0	(20022, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(160035, 117)	0.3764318823814392	128.0	10.0	0.01	115.0	154.559066	LSTM	(20022, 117)	0.046097472310066216
(19943, 118)	(160035, 118)	(200000, 117)	0.2281084656715393	(19943, 117)	(200000, 118)	10.0	(20022, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(160035, 117)	0.23161712288856506	256.0	8.0	0.01	76.0	174.286116	GRU	(20022, 117)	0.04572630673646927
(19943, 118)	(160035, 118)	(200000, 117)	7.926939487457275	(19943, 117)	(200000, 118)	10.0	(20022, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(160035, 117)	7.939185619354247	16.0	29.0	0.01	242.0	129.680794	GRU	(20022, 117)	0.005973316263407469
(20051, 118)	(159948, 118)	(200000, 117)	6.462880611419678	(20051, 117)	(200000, 118)	10.0	(20001, 118)	{'GO': 200000, 'E': 1488310, 'PAD': 21354286, 'B': 557404}	(159948, 117)	6.457547664642334	256.0	19.0	0.01	341.0	796.040479	GRU	(20001, 117)	0.002042811131104827
(19915, 118)	(159875, 118)	(200000, 117)	0.1643120050430298	(19915, 117)	(200000, 118)	10.0	(20210, 118)	{'E': 1488310, 'PAD': 21354286, 'B': 557404, 'GO': 200000}	(159875, 117)	0.1647595316171646	128.0	25.0	0.01	61.0	76.371726	GRU	(20210, 117)	0.04497186094522476
(19861, 118)	(159992, 118)	(200000, 117)	0.318177342414856	(19861, 117)	(200000, 118)	10.0	(20147, 118)	{'B': 557404, 'E': 1488310, 'GO': 200000, 'PAD': 21354286}	(159992, 117)	0.3204739987850189	512.0	17.0	0.01	79.0	553.203939	LSTM	(20147, 117)	0.04453841596841812
(19876, 118)	(160015, 118)	(200000, 117)	0.4939500987529754	(19876, 117)	(200000, 118)	10.0	(20109, 118)	{'GO': 200000, 'B': 557404, 'E': 1488310, 'PAD': 21354286}	(160015, 117)	0.493992030620575	16.0	29.0	0.01	23.0	15.478066	LSTM	(20109, 117)	0.11256148666143416
(19876, 118)	(160015, 118)	(200000, 117)	2.9216594696044917	(19876, 117)	(200000, 118)	10.0	(20109, 118)	{'GO': 200000, 'B': 557404, 'E': 1488310, 'PAD': 21354286}	(160015, 117)	2.891303062438965	32.0	19.0	0.01	98.0	59.819849	GRU	(20109, 117)	0.037236958742141724
(20305, 118)	(159791, 118)	(200000, 117)	0.4081441164016724	(20305, 117)	(200000, 118)	10.0	(19904, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(159791, 117)	0.4090983271598816	16.0	27.0	0.01	18.0	12.986044	LSTM	(19904, 117)	0.22606784105300906
(20305, 118)	(159791, 118)	(200000, 117)	0.4651874303817749	(20305, 117)	(200000, 118)	10.0	(19904, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(159791, 117)	0.4662795960903168	16.0	11.0	0.01	22.0	12.526605	LSTM	(19904, 117)	0.1144569218158722
(20305, 118)	(159791, 118)	(200000, 117)	0.38173961639404297	(20305, 117)	(200000, 118)	10.0	(19904, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(159791, 117)	0.3839604258537293	512.0	15.0	0.01	113.0	620.345878	GRU	(19904, 117)	0.03638451173901558
(19999, 118)	(159785, 118)	(200000, 117)	2.223965644836426	(19999, 117)	(200000, 118)	10.0	(20216, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(159785, 117)	2.2239809036254883	128.0	8.0	0.01	81.0	107.241391	LSTM	(20216, 117)	0.0544230043888092
(19999, 118)	(159785, 118)	(200000, 117)	3.9135239124298096	(19999, 117)	(200000, 118)	10.0	(20216, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(159785, 117)	3.9171719551086426	32.0	23.0	0.01	99.0	62.243836	GRU	(20216, 117)	0.04109920933842659
(19999, 118)	(159785, 118)	(200000, 117)	8.639317512512207	(19999, 117)	(200000, 118)	10.0	(20216, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(159785, 117)	8.640052795410156	16.0	11.0	0.01	291.0	119.416504	GRU	(20216, 117)	0.008284133858978748
(19999, 118)	(159785, 118)	(200000, 117)	0.21736277639865875	(19999, 117)	(200000, 118)	10.0	(20216, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(159785, 117)	0.21658256649971008	512.0	27.0	0.01	95.0	530.430963	GRU	(20216, 117)	0.037774201482534416
(20172, 118)	(159752, 118)	(200000, 117)	4.284880638122559	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	4.331724166870116	64.0	10.0	0.01	199.0	141.73441	GRU	(20076, 117)	0.01736646145582199
(20172, 118)	(159752, 118)	(200000, 117)	0.11081095039844513	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	0.1112300381064415	64.0	2.0	0.01	39.0	30.508454	GRU	(20076, 117)	0.10232029110193253
(20172, 118)	(159752, 118)	(200000, 117)	1.674633264541626	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	1.6749303340911863	32.0	12.0	0.01	76.0	40.781852	LSTM	(20076, 117)	0.06317590177059174
(20172, 118)	(159752, 118)	(200000, 117)	0.27677640318870544	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	0.2743259072303772	512.0	12.0	0.01	82.0	575.638083	LSTM	(20076, 117)	0.044885825365781784
(20172, 118)	(159752, 118)	(200000, 117)	1.5511983633041382	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	1.5511715412139893	128.0	16.0	0.01	169.0	197.507242	GRU	(20076, 117)	0.026381652802228928
(20172, 118)	(159752, 118)	(200000, 117)	8.173873901367188	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	8.140762329101562	256.0	14.0	0.01	192.0	443.288408	GRU	(20076, 117)	0.01899160444736481
(20172, 118)	(159752, 118)	(200000, 117)	9.29781436920166	(20172, 117)	(200000, 118)	10.0	(20076, 118)	{'E': 1488310, 'GO': 200000, 'B': 557404, 'PAD': 21354286}	(159752, 117)	9.3076171875	32.0	5.0	0.01	288.0	141.005832	GRU	(20076, 117)	0.007205388974398375
(20151, 118)	(159819, 118)	(200000, 117)	7.204769611358643	(20151, 117)	(200000, 118)	10.0	(20030, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159819, 117)	7.205026626586914	128.0	17.0	0.01	259.0	305.468628	GRU	(20030, 117)	0.005222179461270571
(20151, 118)	(159819, 118)	(200000, 117)	0.10055400431156156	(20151, 117)	(200000, 118)	10.0	(20030, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159819, 117)	0.0995754823088646	512.0	16.0	0.01	42.0	234.05440299999998	GRU	(20030, 117)	0.05993961170315744
(20151, 118)	(159819, 118)	(200000, 117)	6.4543962478637695	(20151, 117)	(200000, 118)	10.0	(20030, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159819, 117)	6.4547224044799805	256.0	28.0	0.01	197.0	476.22983099999993	GRU	(20030, 117)	0.01797533966600895
(20018, 118)	(160055, 118)	(200000, 117)	2.1370248794555664	(20018, 117)	(200000, 118)	10.0	(19927, 118)	{'E': 1488310, 'B': 557404, 'GO': 200000, 'PAD': 21354286}	(160055, 117)	2.142711639404297	16.0	7.0	0.01	63.0	27.185979999999997	LSTM	(19927, 117)	0.06335904449224472
(19880, 118)	(160072, 118)	(200000, 117)	0.3271015882492065	(19880, 117)	(200000, 118)	10.0	(20048, 118)	{'B': 557404, 'PAD': 21354286, 'E': 1488310, 'GO': 200000}	(160072, 117)	0.3257545232772827	128.0	16.0	0.01	126.0	171.629409	LSTM	(20048, 117)	0.04077073186635971
(19880, 118)	(160072, 118)	(200000, 117)	0.4068801999092102	(19880, 117)	(200000, 118)	10.0	(20048, 118)	{'B': 557404, 'PAD': 21354286, 'E': 1488310, 'GO': 200000}	(160072, 117)	0.4031824171543121	256.0	10.0	0.01	93.0	264.726607	LSTM	(20048, 117)	0.04512457922101022
(19880, 118)	(160072, 118)	(200000, 117)	2.420776128768921	(19880, 117)	(200000, 118)	10.0	(20048, 118)	{'B': 557404, 'PAD': 21354286, 'E': 1488310, 'GO': 200000}	(160072, 117)	2.421029567718506	256.0	10.0	0.01	84.0	239.581861	LSTM	(20048, 117)	0.047256991267204285
(19880, 118)	(160072, 118)	(200000, 117)	2.5615901947021484	(19880, 117)	(200000, 118)	10.0	(20048, 118)	{'B': 557404, 'PAD': 21354286, 'E': 1488310, 'GO': 200000}	(160072, 117)	2.5621273517608643	128.0	29.0	0.01	86.0	126.03460600000001	LSTM	(20048, 117)	0.05015300586819649
(19932, 118)	(160050, 118)	(200000, 117)	3.0880613327026367	(19932, 117)	(200000, 118)	10.0	(20018, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(160050, 117)	3.085829973220825	128.0	12.0	0.01	81.0	111.115138	LSTM	(20018, 117)	0.05434102565050125
(19997, 118)	(160042, 118)	(200000, 117)	0.4951262176036834	(19997, 117)	(200000, 118)	10.0	(19961, 118)	{'B': 557404, 'E': 1488310, 'GO': 200000, 'PAD': 21354286}	(160042, 117)	0.4975278377532959	32.0	8.0	0.01	25.0	15.936845000000002	LSTM	(19961, 117)	0.10284043103456496
(19920, 118)	(160043, 118)	(200000, 117)	2.664599895477295	(19920, 117)	(200000, 118)	10.0	(20037, 118)	{'B': 557404, 'GO': 200000, 'E': 1488310, 'PAD': 21354286}	(160043, 117)	2.663392782211304	64.0	18.0	0.01	88.0	72.097998	LSTM	(20037, 117)	0.05132580175995827
(20126, 118)	(159923, 118)	(200000, 117)	0.4218320548534393	(20126, 117)	(200000, 118)	10.0	(19951, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159923, 117)	0.42204901576042175	128.0	14.0	0.01	58.0	69.723541	GRU	(19951, 117)	0.046136122196912766
(20126, 118)	(159923, 118)	(200000, 117)	1.1171342134475708	(20126, 117)	(200000, 118)	10.0	(19951, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159923, 117)	1.117313265800476	64.0	22.0	0.01	129.0	102.516212	GRU	(19951, 117)	0.03518679738044739
(20126, 118)	(159923, 118)	(200000, 117)	2.813737154006958	(20126, 117)	(200000, 118)	10.0	(19951, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159923, 117)	2.812943458557129	64.0	7.0	0.01	95.0	73.337512	LSTM	(19951, 117)	0.05576823279261589
(20126, 118)	(159923, 118)	(200000, 117)	0.14956966042518616	(20126, 117)	(200000, 118)	10.0	(19951, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159923, 117)	0.15130096673965454	256.0	25.0	0.01	92.0	276.252157	LSTM	(19951, 117)	0.04682756960391998
(20126, 118)	(159923, 118)	(200000, 117)	0.13709565997123718	(20126, 117)	(200000, 118)	10.0	(19951, 118)	{'B': 557404, 'E': 1488310, 'PAD': 21354286, 'GO': 200000}	(159923, 117)	0.13700063526630402	256.0	7.0	0.01	38.0	111.450378	LSTM	(19951, 117)	0.07703429460525513
(19879, 118)	(159966, 118)	(200000, 117)	2.4189317226409908	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	2.431596040725708	64.0	18.0	0.01	95.0	77.297589	LSTM	(20155, 117)	0.044690757989883416
(19879, 118)	(159966, 118)	(200000, 117)	0.3140997290611267	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	0.3096849024295807	128.0	16.0	0.01	90.0	125.824357	LSTM	(20155, 117)	0.04618880525231362
(19879, 118)	(159966, 118)	(200000, 117)	0.34045979380607605	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	0.3414652645587921	256.0	21.0	0.01	81.0	193.640513	GRU	(20155, 117)	0.04127427563071251
(19879, 118)	(159966, 118)	(200000, 117)	2.447595834732056	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	2.447042942047119	16.0	9.0	0.01	47.0	21.298969	LSTM	(20155, 117)	0.08825071901082993
(19879, 118)	(159966, 118)	(200000, 117)	0.39501720666885376	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	0.3968035280704498	128.0	3.0	0.01	128.0	141.378074	GRU	(20155, 117)	0.04480263963341713
(19879, 118)	(159966, 118)	(200000, 117)	3.035828828811645	(19879, 117)	(200000, 118)	10.0	(20155, 118)	{'E': 1488310, 'B': 557404, 'PAD': 21354286, 'GO': 200000}	(159966, 117)	3.038979768753052	16.0	29.0	0.01	59.0	31.89827	LSTM	(20155, 117)	0.07436323910951614
(19997, 118)	(159955, 118)	(200000, 117)	3.0175869464874268	(19997, 117)	(200000, 118)	10.0	(20048, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(159955, 117)	3.016752958297728	16.0	28.0	0.01	84.0	47.551906	GRU	(20048, 117)	0.05024464428424835
(19971, 118)	(160158, 118)	(200000, 117)	0.2989619076251984	(19971, 117)	(200000, 118)	10.0	(19871, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160158, 117)	0.30105769634246826	256.0	7.0	0.01	229.0	513.2193139999998	GRU	(19871, 117)	0.028067322447896004
(19971, 118)	(160158, 118)	(200000, 117)	3.1365983486175537	(19971, 117)	(200000, 118)	10.0	(19871, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160158, 117)	3.1357581615448	32.0	25.0	0.01	79.0	47.065155	LSTM	(19871, 117)	0.05571715906262399
(20014, 118)	(160140, 118)	(200000, 117)	0.400665670633316	(20014, 117)	(200000, 118)	10.0	(19846, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160140, 117)	0.4000794291496277	16.0	19.0	0.01	18.0	11.95764	LSTM	(19846, 117)	0.26681602001190186
(19993, 118)	(159767, 118)	(200000, 117)	0.1382501870393753	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	0.1409544050693512	128.0	21.0	0.01	98.0	118.021308	GRU	(20240, 117)	0.03950632736086845
(19993, 118)	(159767, 118)	(200000, 117)	0.2683280408382416	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	0.2721898555755615	512.0	29.0	0.01	94.0	670.732648	LSTM	(20240, 117)	0.04314137250185013
(19993, 118)	(159767, 118)	(200000, 117)	0.21167239546775807	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	0.20789654552936554	128.0	13.0	0.01	93.0	127.479397	LSTM	(20240, 117)	0.045037642121315
(19993, 118)	(159767, 118)	(200000, 117)	0.4420933425426483	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	0.4449036419391632	16.0	29.0	0.01	23.0	15.121792000000001	LSTM	(20240, 117)	0.13802550733089447
(19993, 118)	(159767, 118)	(200000, 117)	0.3735263347625733	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	0.3759576976299286	16.0	4.0	0.01	23.0	11.98466	LSTM	(20240, 117)	0.2705220282077789
(19993, 118)	(159767, 118)	(200000, 117)	1.6582350730895996	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	1.6578609943389893	512.0	19.0	0.01	100.0	702.5958410000003	LSTM	(20240, 117)	0.044076483696699136
(19993, 118)	(159767, 118)	(200000, 117)	2.8167693614959717	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	2.81578016281128	64.0	19.0	0.01	95.0	77.43373100000002	LSTM	(20240, 117)	0.049057282507419586
(19993, 118)	(159767, 118)	(200000, 117)	3.3343451023101807	(19993, 117)	(200000, 118)	10.0	(20240, 118)	{'B': 557404, 'PAD': 21354286, 'GO': 200000, 'E': 1488310}	(159767, 117)	3.308856964111328	16.0	22.0	0.01	74.0	39.761552	GRU	(20240, 117)	0.0516725555062294
(20341, 118)	(159912, 118)	(200000, 117)	6.942824840545652	(20341, 117)	(200000, 118)	10.0	(19747, 118)	{'B': 557404, 'PAD': 21354286, 'E': 1488310, 'GO': 200000}	(159912, 117)	6.942387580871582	128.0	4.0	0.01	94.0	105.843494	GRU	(19747, 117)	0.04401976242661476
(19962, 118)	(160047, 118)	(200000, 117)	4.056946754455566	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	4.049451351165772	32.0	23.0	0.01	76.0	48.833467	GRU	(19991, 117)	0.0480097346007824
(19962, 118)	(160047, 118)	(200000, 117)	0.1590137481689453	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	0.16070380806922913	512.0	11.0	0.01	208.0	1117.586323	GRU	(19991, 117)	0.029705241322517395
(19962, 118)	(160047, 118)	(200000, 117)	0.1245335265994072	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	0.12409657984972	16.0	2.0	0.01	49.0	20.416682	GRU	(19991, 117)	0.09741729497909546
(19962, 118)	(160047, 118)	(200000, 117)	4.578577995300293	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	4.583400249481201	16.0	19.0	0.01	131.0	62.710178000000006	GRU	(19991, 117)	0.042711041867733
(19962, 118)	(160047, 118)	(200000, 117)	0.40416446328163147	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	0.4039512574672699	16.0	27.0	0.01	18.0	12.65183	LSTM	(19991, 117)	0.2093866914510727
(19962, 118)	(160047, 118)	(200000, 117)	2.854231119155884	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	2.853217124938965	16.0	22.0	0.01	62.0	30.666156	LSTM	(19991, 117)	0.06944610178470613
(19962, 118)	(160047, 118)	(200000, 117)	0.2496863454580307	(19962, 117)	(200000, 118)	10.0	(19991, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(160047, 117)	0.2491044104099273	512.0	29.0	0.01	93.0	518.748435	GRU	(19991, 117)	0.0368361733853817
(20057, 118)	(159818, 118)	(200000, 117)	2.962242841720581	(20057, 117)	(200000, 118)	10.0	(20125, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159818, 117)	2.962144136428833	64.0	16.0	0.01	233.0	172.524626	GRU	(20125, 117)	0.008100549690425396
(20057, 118)	(159818, 118)	(200000, 117)	3.057570695877075	(20057, 117)	(200000, 118)	10.0	(20125, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159818, 117)	3.063277244567871	256.0	29.0	0.01	82.0	246.306061	LSTM	(20125, 117)	0.0498003363609314
(20057, 118)	(159818, 118)	(200000, 117)	2.243097305297852	(20057, 117)	(200000, 118)	10.0	(20125, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159818, 117)	2.2436017990112305	128.0	12.0	0.01	77.0	106.58613400000002	LSTM	(20125, 117)	0.04861559718847275
(20057, 118)	(159818, 118)	(200000, 117)	0.3406319916248321	(20057, 117)	(200000, 118)	10.0	(20125, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159818, 117)	0.337570458650589	512.0	27.0	0.01	85.0	606.641502	LSTM	(20125, 117)	0.044148534536361694
(20057, 118)	(159818, 118)	(200000, 117)	3.772805690765381	(20057, 117)	(200000, 118)	10.0	(20125, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159818, 117)	3.7737457752227774	128.0	4.0	0.01	81.0	107.637249	LSTM	(20125, 117)	0.0528116449713707
(20017, 118)	(160164, 118)	(200000, 117)	3.3045036792755127	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	3.3042962551116943	128.0	3.0	0.01	210.0	230.362235	GRU	(19819, 117)	0.010026717558503151
(20017, 118)	(160164, 118)	(200000, 117)	2.714813709259033	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	2.713681936264038	512.0	27.0	0.01	107.0	760.28108	LSTM	(19819, 117)	0.044228047132492065
(20017, 118)	(160164, 118)	(200000, 117)	1.612821340560913	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	1.6207000017166138	32.0	23.0	0.01	88.0	55.174764	GRU	(19819, 117)	0.043225139379501336
(20017, 118)	(160164, 118)	(200000, 117)	2.4793951511383057	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	2.4783155918121342	128.0	22.0	0.01	79.0	98.583471	GRU	(19819, 117)	0.045237865298986435
(20017, 118)	(160164, 118)	(200000, 117)	0.2544904053211212	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	0.2547516822814941	512.0	21.0	0.01	115.0	633.33673	GRU	(19819, 117)	0.03514149412512778
(20017, 118)	(160164, 118)	(200000, 117)	2.0232982635498047	(20017, 117)	(200000, 118)	10.0	(19819, 118)	{'PAD': 21354286, 'GO': 200000, 'B': 557404, 'E': 1488310}	(160164, 117)	2.023078203201294	16.0	10.0	0.01	76.0	32.315774	LSTM	(19819, 117)	0.06601634621620177
(19945, 118)	(160124, 118)	(200000, 117)	2.5071489810943604	(19945, 117)	(200000, 118)	10.0	(19931, 118)	{'B': 557404, 'E': 1488310, 'GO': 200000, 'PAD': 21354286}	(160124, 117)	2.507509469985962	32.0	4.0	0.01	175.0	86.93431	GRU	(19931, 117)	0.020332880318164825
(19860, 118)	(160027, 118)	(200000, 117)	4.030935287475587	(19860, 117)	(200000, 118)	10.0	(20113, 118)	{'GO': 200000, 'B': 557404, 'E': 1488310, 'PAD': 21354286}	(160027, 117)	4.013928890228272	16.0	9.0	0.01	94.0	40.169174	GRU	(20113, 117)	0.04446154832839967
