data.val_dec_shape	data.train_dec_shape	data.enc_shape	result.val_loss	data.val_enc_shape	data.dec_shape	result.patience	data.test_dec_shape	data.label_counts	data.train_enc_shape	result.test_loss	conf.cell_size	conf.embedding_size	result.val_loss_th	result.epochs_run	result.running_time	conf.cell_type	data.test_enc_shape	result.train_loss
(20123, 118)	(159837, 118)	(200000, 117)	0.23809388279914856	(20123, 117)	(200000, 118)	10.0	(20040, 118)	{'E': 1488310, 'GO': 200000, 'PAD': 21354286, 'B': 557404}	(159837, 117)	0.2390836477279663	256.0	1.0	0.01	81.0	228.524484	LSTM	(20040, 117)	0.07401402294635773
(20123, 118)	(159837, 118)	(200000, 117)	0.3719944655895233	(20123, 117)	(200000, 118)	10.0	(20040, 118)	{'E': 1488310, 'GO': 200000, 'PAD': 21354286, 'B': 557404}	(159837, 117)	0.3736243546009064	128.0	11.0	0.01	94.0	109.90961999999999	GRU	(20040, 117)	0.040660202503204346
(20123, 118)	(159837, 118)	(200000, 117)	0.3588607609272003	(20123, 117)	(200000, 118)	10.0	(20040, 118)	{'E': 1488310, 'GO': 200000, 'PAD': 21354286, 'B': 557404}	(159837, 117)	0.3602244853973389	128.0	2.0	0.01	101.0	113.417555	GRU	(20040, 117)	0.0487518385052681
(20254, 118)	(159693, 118)	(200000, 117)	2.5467357635498047	(20254, 117)	(200000, 118)	10.0	(20053, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(159693, 117)	2.547196865081787	64.0	20.0	0.01	85.0	71.24619200000002	LSTM	(20053, 117)	0.054185811430215836
(20254, 118)	(159693, 118)	(200000, 117)	2.9326891899108887	(20254, 117)	(200000, 118)	10.0	(20053, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(159693, 117)	2.934391021728516	16.0	18.0	0.01	58.0	28.720684	LSTM	(20053, 117)	0.06667346507310867
(19779, 118)	(159952, 118)	(200000, 117)	3.0338785648345947	(19779, 117)	(200000, 118)	10.0	(20269, 118)	{'PAD': 21354286, 'GO': 200000, 'E': 1488310, 'B': 557404}	(159952, 117)	3.0346784591674805	16.0	3.0	0.01	85.0	32.432157000000004	GRU	(20269, 117)	0.055008802562952035
(19779, 118)	(159952, 118)	(200000, 117)	3.0186955928802486	(19779, 117)	(200000, 118)	10.0	(20269, 118)	{'PAD': 21354286, 'GO': 200000, 'E': 1488310, 'B': 557404}	(159952, 117)	3.0179202556610107	256.0	8.0	0.01	97.0	218.314735	GRU	(20269, 117)	0.04302612692117691
(19779, 118)	(159952, 118)	(200000, 117)	0.3922881186008453	(19779, 117)	(200000, 118)	10.0	(20269, 118)	{'PAD': 21354286, 'GO': 200000, 'E': 1488310, 'B': 557404}	(159952, 117)	0.3910209834575653	16.0	2.0	0.01	19.0	10.599116	LSTM	(20269, 117)	0.33929455280303955
(19779, 118)	(159952, 118)	(200000, 117)	2.429308652877808	(19779, 117)	(200000, 118)	10.0	(20269, 118)	{'PAD': 21354286, 'GO': 200000, 'E': 1488310, 'B': 557404}	(159952, 117)	2.429704427719116	128.0	25.0	0.01	82.0	117.429753	LSTM	(20269, 117)	0.052865423262119286
(20084, 118)	(160023, 118)	(200000, 117)	2.6288158893585205	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	2.623802661895752	32.0	16.0	0.01	69.0	39.483090999999995	LSTM	(19893, 117)	0.060045737773180015
(20084, 118)	(160023, 118)	(200000, 117)	0.40183955430984497	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	0.4008468389511109	512.0	4.0	0.01	96.0	660.858717	LSTM	(19893, 117)	0.048347778618335724
(20084, 118)	(160023, 118)	(200000, 117)	0.4307988882064819	(20084, 117)	(200000, 118)	10.0	(19893, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160023, 117)	0.43023058772087097	16.0	3.0	0.01	19.0	10.609385000000001	LSTM	(19893, 117)	0.3237336874008179
